Provider State,Provider County Name,Average Number of Residents per Day
CA,Los Angeles,40.6
CA,Fresno,46.5
CA,Stanislaus,159.4
CA,San Bernardino,111
CA,Los Angeles,150.5
CA,Merced,29.2
CA,Los Angeles,91
CA,Los Angeles,42.8
CA,Merced,92.6
CA,Los Angeles,115.9
CA,Fresno,44.7
CA,San Diego,19
CA,San Bernardino,79.3
CA,Riverside,110.2
CA,Riverside,105.6
CA,Los Angeles,75.1
CA,Santa Clara,106.5
CA,San Francisco,38.3
CA,San Diego,29.6
CA,San Francisco,27.1
CA,Los Angeles,24.7
CA,San Joaquin,170.6
CA,Los Angeles,145.8
CA,Napa,27.2
CA,Los Angeles,37.2
CA,Santa Clara,27.5
CA,Shasta,84.4
CA,Alameda,54.5
CA,Los Angeles,196
CA,Alameda,56.7
CA,Los Angeles,69.1
CA,Alameda,107.7
CA,Alameda,19.1
CA,Orange,43.5
CO,Adams,57.8
CO,Denver,101.6
CO,Jefferson,81.9
CO,Denver,60
CO,Boulder,149.8
CO,Arapahoe,69.8
CO,Jefferson,77.4
CO,Weld,76
CO,Jefferson,54.8
CO,Pueblo,117.6
CO,Adams,128.4
CO,Mesa,57.8
CO,El Paso,55.5
CO,Montrose,71.7
CO,Adams,61.8
CO,Pueblo,82.8
CO,Arapahoe,81.2
CO,Larimer,93
CO,Larimer,80.7
CO,Larimer,117.1
CO,Gunnison,42.7
CO,Arapahoe,139.8
CO,El Paso,137.1
CO,Logan,74.8
CO,El Paso,61.6
CO,Montezuma,56.4
CO,Morgan,68.9
CO,Larimer,88.2
CO,Larimer,68.5
CO,El Paso,81.1
CO,Pueblo,79.5
CO,Morgan,47.4
CO,Jefferson,60.9
CO,El Paso,74.4
CO,Logan,51.6
CO,El Paso,63.3
CO,Arapahoe,79.6
CO,Fremont,69
CO,Morgan,52.7
CO,Fremont,59.4
CO,Larimer,27.1
CO,Lincoln,16.5
CO,Jefferson,127.8
CO,Boulder,48.3
CO,Denver,92.3
CO,Larimer,57
CO,Adams,71.4
CO,Montrose,49.5
CO,Adams,128.7
CO,El Paso,42.1
CO,Jefferson,85.9
CO,Arapahoe,91.7
CO,Denver,54.6
CO,Arapahoe,69.9
CO,Jefferson,85.2
CO,Weld,92.9
CO,Weld,45.5
CO,Denver,57.9
CO,Fremont,37.1
CO,Weld,75
CO,Chaffee,44.5
CO,Larimer,100.8
CO,Boulder,89.9
CO,Arapahoe,59.9
CO,El Paso,73.7
CO,Boulder,95.5
CO,Larimer,50.6
CO,Mesa,69.9
CO,Pueblo,93.1
CO,Denver,76.9
CO,Pueblo,103.7
CO,Pueblo,86.5
CO,Denver,106.8
CO,Alamosa,37.7
CO,Otero,83.4
CO,Garfield,55.9
CO,Adams,167.1
CO,Alamosa,36.1
CO,Adams,68.3
CO,Denver,74.3
CO,Denver,57.4
CO,La Plata,109.3
CO,Garfield,44.4
CO,Larimer,92
CO,El Paso,84.9
CO,Jefferson,139.8
CO,Delta,35.5
CO,Fremont,72.3
CO,Delta,53
CO,El Paso,108.4
CO,Mesa,73
CO,El Paso,105.8
CO,Denver,68.8
CO,Denver,85.9
CO,Larimer,48.8
CO,Delta,53.7
CO,Arapahoe,98.4
CO,Yuma,24.6
CO,Rio Blanco,26.3
CO,Larimer,55.8
CO,Arapahoe,79.3
CO,Boulder,99.4
CO,Pueblo,116.8
CO,Jefferson,81.1
CO,Jefferson,56.3
CO,Denver,64.9
CO,Jefferson,66.3
CO,Weld,92
CO,Boulder,126
CO,Adams,93.8
CO,Kit Carson,23.7
CO,Douglas,53.4
CO,Mesa,62.7
CO,Denver,85.9
CO,Rio Grande,33.5
CO,Jefferson,76.7
CO,Prowers,37
CO,Jefferson,72.1
CO,Jefferson,57.8
CO,Jefferson,101.2
CO,Denver,49
CO,Phillips,43.2
CO,Arapahoe,115.8
CO,El Paso,25.5
CO,Montezuma,53.5
CO,Mesa,63.8
CO,Jefferson,53.3
CO,Washington,38.3
CO,Denver,69.9
CO,Crowley,30.6
CO,Yuma,37.6
CO,Adams,72.2
CO,Arapahoe,31.8
CO,Jefferson,46.1
CO,Arapahoe,111.7
CO,Denver,65.4
CO,Boulder,50.1
CO,El Paso,104.8
CO,Denver,115.1
CO,Jefferson,98.5
CO,Mesa,95.9
CO,Arapahoe,79.4
CO,Teller,44.3
CO,Adams,70.9
CO,Routt,45.6
CO,Denver,51.7
CO,Arapahoe,84.2
CO,Fremont,54.4
CO,Prowers,29.6
CO,Montrose,52
CO,Pueblo,44.1
CO,El Paso,67.5
CO,Adams,84.9
CO,Bent,47.4
CO,Otero,35.3
CO,Douglas,108.7
CO,Arapahoe,16.4
CO,Archuleta,45.8
CO,Jefferson,50.9
CO,Weld,66.9
CO,Arapahoe,89.9
CO,El Paso,21.3
CO,Jefferson,20.9
CO,Arapahoe,43.1
CO,Larimer,78.6
CO,Adams,87.6
CO,Broomfield,137.2
CO,Adams,113.5
CO,Garfield,43.3
CO,El Paso,30
CO,Adams,18.4
CO,Moffat,48.6
CO,Garfield,54.1
CO,Denver,41.1
CO,Adams,35.5
CO,El Paso,63
CO,Rio Grande,42.4
CO,Arapahoe,44.8
CO,Fremont,82.7
CO,Arapahoe,19.4
CO,Las Animas,80.2
CO,Weld,44.5
CO,Douglas,21.3
CO,Conejos,43.3
CO,Denver,64.4
CO,Douglas,51.2
CO,Arapahoe,25.4
CO,Douglas,73.5
CO,Denver,39.2
CO,Douglas,108.2
CO,Jefferson,38.1
CO,El Paso,23.6
CO,Jefferson,52
CO,Douglas,35.3
CO,Weld,28.9
CO,La Plata,30.7
CO,Larimer,57.3
CO,El Paso,61
CO,Boulder,36.9
CO,El Paso,124.8
CO,Adams,75.6
CO,El Paso,84.9
CO,Teller,68.2
CO,Arapahoe,42.6
CO,Eagle,36.8
CO,Boulder,33.4
CO,Jefferson,53.8
CO,Larimer,
CO,Rio Grande,39.7
CO,Mesa,38.4
CO,Pueblo,59.1
CO,Boulder,33
CO,Adams,41.6
CO,Weld,21.4
CO,Boulder,23.9
CO,Denver,36.1
CO,Elbert,26.6
CO,Adams,83.3
CO,Sedgwick,28.3
CO,Baca,18.1
CO,Baca,42.3
CO,Huerfano,80.9
CO,Cheyenne,23
CO,El Paso,59.8
CT,Fairfield,170.7
CT,Hartford,72.9
CT,Hartford,80.5
CT,New Haven,89.3
CT,Middlesex,42.4
CT,Fairfield,78.1
CT,Fairfield,100.8
CT,Hartford,86.9
CT,Fairfield,82.4
CT,New Haven,79.7
CT,Hartford,96.5
CT,Fairfield,118.2
CT,Hartford,155
CT,New Haven,102.5
CT,Fairfield,63.6
CT,Middlesex,59
CT,Fairfield,53.5
CT,Windham,95.4
CT,New London,94.8
CT,Hartford,93.7
CT,Windham,52.5
CT,Hartford,155.8
CT,Middlesex,47.5
CT,New Haven,42.5
CT,New Haven,36.4
CT,Litchfield,58.4
CT,Middlesex,114.3
CT,Hartford,188.2
CT,Litchfield,39
CT,New London,70
CT,Fairfield,160.6
CT,New Haven,312.4
CT,Hartford,98.6
CT,New Haven,63.5
CT,New Haven,45.9
CT,Fairfield,108.8
CT,New London,80.1
CT,Fairfield,114.3
CT,Fairfield,72.7
CT,Litchfield,95.4
CT,Hartford,111.9
CT,Tolland,84.4
CT,Hartford,56.1
CT,New Haven,96
CT,Hartford,113.3
CT,New London,117.7
CT,Hartford,77.9
CT,Fairfield,82.5
CT,New Haven,76.4
CT,Litchfield,92.4
CT,Litchfield,70.7
CT,New Haven,79.5
CT,Hartford,64.6
CT,New Haven,87
CT,Middlesex,58.8
CT,Hartford,65.6
CT,New Haven,90.4
CT,Hartford,115.7
CT,New Haven,76.2
CT,New Haven,166.1
CT,Hartford,40
CT,New London,49.9
CT,Middlesex,29.5
CT,New Haven,94.5
CT,New Haven,68
CT,Litchfield,70.1
CT,Hartford,74
CT,Hartford,78.2
CT,New Haven,87.6
CT,New Haven,104.2
CT,Windham,55.8
CT,Hartford,94.7
CT,New Haven,93.8
CT,Hartford,112.5
CT,Hartford,82.2
CT,Hartford,119.7
CT,New London,97.7
CT,Hartford,248.8
CT,Windham,73
CT,New Haven,102.9
CT,Middlesex,114.1
CT,Hartford,113.6
CT,New Haven,69.3
CT,Hartford,123.5
CT,New London,114.1
CT,New London,62.8
CT,Hartford,24.8
CT,Fairfield,81
CT,New Haven,88.8
CT,Hartford,117.8
CT,Hartford,95.6
CT,Fairfield,42.7
CT,New Haven,74.3
CT,Hartford,124
CT,New London,101
CT,New Haven,47.1
CT,Hartford,207.1
CT,Hartford,90.2
CT,New Haven,69.1
CT,New Haven,66
CT,New Haven,129.6
CT,Hartford,183
CT,Fairfield,75.4
CT,Hartford,45.6
CT,Middlesex,52.4
CT,Middlesex,68.3
CT,Fairfield,73.6
CT,Windham,79.1
CT,Middlesex,84.3
CT,Middlesex,107.2
CT,Hartford,104.8
CT,Hartford,74.6
CT,Fairfield,98.5
CT,New Haven,27.2
CT,Litchfield,116.7
CT,Fairfield,73.1
CT,Windham,77.3
CT,Middlesex,27.7
CT,Fairfield,104
CT,New London,106.6
CT,New Haven,65.9
CT,Tolland,135.9
CT,New London,42.1
CT,New Haven,30.5
CT,Hartford,114.6
CT,Fairfield,111
CT,New Haven,65.5
CT,Litchfield,115.2
CT,Hartford,85.5
CT,Tolland,97.3
CT,New London,51
CT,Hartford,100
CT,New Haven,145
CT,Hartford,44.2
CT,Fairfield,147.4
CT,Litchfield,36.5
CT,New London,95.3
CT,Hartford,78.1
CT,New Haven,82.2
CT,Hartford,104.1
CT,New Haven,192.4
CT,Litchfield,56.4
CT,Hartford,100.4
CT,New Haven,141.3
CT,New Haven,45.7
CT,Fairfield,245.5
CT,Fairfield,84
CT,Fairfield,101.9
CT,Fairfield,45.4
CT,Hartford,27.8
CT,Hartford,103.2
CT,Fairfield,53.9
CT,New Haven,37.2
CT,New Haven,50.3
CT,New Haven,101.5
CT,Hartford,81.9
CT,Fairfield,91.5
CT,New Haven,103.2
CT,New Haven,58.7
CT,Hartford,45.5
CT,New London,97.9
CT,New Haven,88.3
CT,Hartford,113.2
CT,Litchfield,41.2
CT,Middlesex,57.2
CT,Middlesex,119.4
CT,Tolland,111.1
CT,Hartford,49.7
CT,Hartford,85.5
CT,New Haven,93
CT,Fairfield,100.1
CT,Hartford,32.5
CT,New Haven,85.1
CT,New Haven,86.7
CT,Hartford,57.5
CT,Fairfield,76.6
CT,Fairfield,102.7
CT,Hartford,76
CT,New Haven,141.9
CT,Fairfield,119.2
CT,Tolland,73.2
CT,New Haven,65.6
CT,Fairfield,103.7
CT,New Haven,48
CT,Hartford,49.8
CT,New Haven,32
CT,Middlesex,42.6
CT,Windham,104.4
CT,Fairfield,29.6
CT,Fairfield,63.8
CT,Fairfield,74.4
CT,Hartford,59.2
CT,Litchfield,115.2
CT,New Haven,71.9
CT,Hartford,73.9
CT,Hartford,127.7
CT,Fairfield,24.1
CT,Windham,161.1
CT,Windham,86
CT,Fairfield,44.6
CT,Middlesex,34.3
CT,New Haven,39.9
CT,New Haven,48.2
CT,Hartford,50.8
CT,New London,27.3
CT,New London,94.2
CT,New Haven,29.2
CT,Fairfield,13.8
CT,New Haven,23.6
CT,Hartford,84.9
CT,Hartford,68.6
DE,New Castle,93.8
DE,New Castle,105
DE,New Castle,11.2
DE,New Castle,108.2
DE,New Castle,142.1
DE,Sussex,41.8
DE,Sussex,80.7
DE,New Castle,87
DE,New Castle,93.5
DE,Sussex,103.6
DE,New Castle,32.6
DE,Kent,56.3
DE,Kent,116.4
DE,New Castle,54.1
DE,New Castle,77.6
DE,New Castle,36.2
DE,Kent,102.1
DE,New Castle,96.5
DE,Sussex,79.8
DE,New Castle,43.1
DE,Kent,54.3
DE,New Castle,109.5
DE,Sussex,136.2
DE,Kent,103.8
DE,New Castle,38.4
DE,Sussex,152.7
DE,New Castle,107.9
DE,Sussex,94
DE,Sussex,70.6
DE,New Castle,79.6
DE,New Castle,70.7
DE,New Castle,78.5
DE,Kent,93.6
DE,New Castle,97.9
DE,Sussex,62.6
DE,Sussex,94.3
DE,Sussex,29.2
DE,New Castle,108.6
DE,New Castle,16.2
DE,New Castle,96.2
DE,Kent,31.8
DE,Sussex,9.6
DE,New Castle,26.1
DE,New Castle,36.1
DE,New Castle,38.9
DE,New Castle,49
DC,The District,183.4
DC,The District,153.1
DC,The District,245.9
DC,The District,103.1
DC,The District,292.9
DC,The District,103.4
DC,The District,56.1
DC,The District,44.4
DC,The District,113.7
DC,The District,31
DC,The District,25.1
DC,The District,159.6
DC,The District,177.7
DC,The District,198.4
DC,The District,44
DC,The District,2.9
DC,The District,3.4
DC,The District,24.9
FL,Lake,84.4
FL,Volusia,87.9
FL,Miami-Dade,70.8
FL,Miami-Dade,81.5
FL,Broward,46.9
FL,Pinellas,40.9
FL,Duval,122.8
FL,Hillsborough,102.9
FL,Miami-Dade,350.4
FL,Highlands,75.6
FL,Volusia,99.3
FL,Palm Beach,97.6
FL,Manatee,108.5
FL,Palm Beach,8.2
FL,Pinellas,81.1
FL,Volusia,135.5
FL,Miami-Dade,40.2
FL,Palm Beach,121.7
FL,Pinellas,79.7
FL,Pinellas,130.3
FL,Broward,118.3
FL,Broward,108.9
FL,Pinellas,55.9
FL,Broward,126.1
FL,Miami-Dade,88.4
FL,Palm Beach,70.8
FL,Pinellas,59.7
FL,Pinellas,83.1
FL,Duval,164.7
FL,Duval,119.7
FL,Hillsborough,167.6
FL,Volusia,108.3
FL,Palm Beach,76
FL,Sarasota,143.8
FL,Bay,70.3
FL,Pinellas,36.1
FL,Miami-Dade,65.1
FL,Sarasota,98.5
FL,Leon,43.7
FL,Manatee,64.5
FL,Pasco,97.8
FL,Miami-Dade,121.7
FL,Broward,84.4
FL,Polk,103.8
FL,Collier,56.9
FL,Okaloosa,138.5
FL,Alachua,124
FL,Marion,91.5
FL,Pinellas,62.4
FL,Broward,78.1
FL,Brevard,85.5
FL,Baker,44.5
FL,Miami-Dade,83.6
FL,Palm Beach,102.6
FL,Pinellas,41.7
FL,Miami-Dade,170.4
FL,Miami-Dade,171.9
FL,Hillsborough,146.6
FL,Broward,97.8
FL,Lee,61.3
FL,Pinellas,105.8
FL,Brevard,83.8
FL,Brevard,67.9
FL,Miami-Dade,148.9
FL,Broward,148.8
FL,St. Lucie,116.1
FL,Broward,75.4
FL,Palm Beach,86.2
FL,Volusia,41.1
FL,Volusia,42
FL,Okaloosa,90.3
FL,Escambia,105.5
FL,Palm Beach,73.4
FL,Polk,104.7
FL,Pinellas,80.6
FL,Pinellas,97.4
FL,Pasco,97.5
FL,Martin,79.1
FL,Pinellas,94.9
FL,Wakulla,97.2
FL,Polk,102.6
FL,Polk,93.7
FL,Duval,111.7
FL,Charlotte,119.9
FL,Brevard,87
FL,Pinellas,40.3
FL,Pinellas,91.9
FL,Okaloosa,100.4
FL,Broward,84.1
FL,Hernando,114.4
FL,Broward,128.2
FL,Hillsborough,207.6
FL,Martin,93.8
FL,Polk,164.3
FL,Polk,82.6
FL,Lake,89.4
FL,Hillsborough,78.5
FL,Orange,80.8
FL,Citrus,85.7
FL,Volusia,89.1
FL,Volusia,120.5
FL,St. Johns,104
FL,Citrus,129.7
FL,Hillsborough,99.9
FL,Pasco,103.8
FL,Marion,150
FL,Pinellas,40.3
FL,Lake,76.9
FL,Brevard,90.2
FL,Hillsborough,30.9
FL,Manatee,162.7
FL,Santa Rosa,79.8
FL,Miami-Dade,73.1
FL,Orange,85.5
FL,Lake,91.3
FL,Palm Beach,91.3
FL,Broward,91.9
FL,Lee,90.2
FL,Pasco,78.1
FL,Columbia,69.1
FL,Volusia,58.6
FL,Pinellas,69.5
FL,Hillsborough,112.3
FL,Highlands,69.3
FL,Seminole,141.4
FL,Polk,148.8
FL,Palm Beach,58.7
FL,Duval,145.6
FL,Broward,54.1
FL,Hardee,57.6
FL,Charlotte,117.8
FL,Leon,121
FL,Seminole,143.7
FL,Duval,79
FL,Broward,153.4
FL,Palm Beach,96.5
FL,Pinellas,87.6
FL,Volusia,117.1
FL,Lake,108
FL,Brevard,137.2
FL,Seminole,106.6
FL,Pinellas,48.7
FL,Osceola,48.7
FL,Clay,74
FL,St. Lucie,73.6
FL,Lee,48.1
FL,Pasco,86
FL,Lee,91.6
FL,Sarasota,69.2
FL,Pinellas,187
FL,Miami-Dade,185.5
FL,Pasco,82.3
FL,Pinellas,95.3
FL,Okaloosa,44.2
FL,Collier,81
FL,Hernando,100.8
FL,Pinellas,90.9
FL,Indian River,81.8
FL,Gilchrist,81.7
FL,Volusia,91.4
FL,Palm Beach,51.3
FL,Sarasota,89.1
FL,Miami-Dade,167.2
FL,Pinellas,46
FL,St. Lucie,102
FL,Palm Beach,56.8
FL,Pinellas,66.6
FL,Hernando,95.6
FL,Sarasota,109.1
FL,Hillsborough,115.5
FL,Pinellas,95.4
FL,Palm Beach,103.1
FL,Collier,63.2
FL,Pinellas,95.9
FL,Duval,161.2
FL,Hillsborough,95.1
FL,Lee,117.3
FL,Polk,104
FL,Duval,82
FL,Orange,139.5
FL,Orange,92.1
FL,Miami-Dade,90.2
FL,Leon,142.1
FL,Alachua,139.8
FL,Gulf,65.5
FL,Pinellas,101.3
FL,Citrus,100.2
FL,Pasco,86.3
FL,Collier,88.4
FL,Orange,142.1
FL,Broward,149.8
FL,Polk,95.8
FL,Sarasota,103
FL,Escambia,40.1
FL,Escambia,106.7
FL,Volusia,86.4
FL,Brevard,116.3
FL,Miami-Dade,71.3
FL,Pinellas,106.2
FL,Sarasota,111.6
FL,Pinellas,101.7
FL,Sarasota,147.4
FL,Highlands,143.3
FL,Volusia,49.5
FL,Pasco,111.3
FL,Alachua,92.6
FL,Citrus,98
FL,Hendry,108.8
FL,Brevard,51.9
FL,Brevard,78.8
FL,Marion,118.5
FL,Palm Beach,79.2
FL,Levy,95.5
FL,St. Johns,85.7
FL,Nassau,87.9
FL,Orange,102.5
FL,Sarasota,44.2
FL,Calhoun,125.4
FL,Indian River,116.1
FL,Palm Beach,78.1
FL,Palm Beach,140.3
FL,Pinellas,104.8
FL,Pinellas,107.5
FL,Orange,108.4
FL,Orange,91.7
FL,Palm Beach,147.4
FL,Polk,104.3
FL,Okeechobee,151.2
FL,Palm Beach,89.7
FL,Pinellas,98.9
FL,Santa Rosa,104.8
FL,Bradford,104.8
FL,Palm Beach,52.4
FL,Hillsborough,125.1
FL,Palm Beach,51.3
FL,Palm Beach,104.4
FL,Broward,170.9
FL,Palm Beach,128.9
FL,Sarasota,86
FL,Miami-Dade,92.3
FL,Collier,89.1
FL,Broward,21.1
FL,Pinellas,124.8
FL,Broward,139.7
FL,Palm Beach,108.5
FL,Lee,98.2
FL,Miami-Dade,61.4
FL,Martin,100.5
FL,Miami-Dade,222.2
FL,Miami-Dade,87.8
FL,Lake,165.9
FL,Miami-Dade,186.9
FL,Volusia,103
FL,Hillsborough,156.9
FL,Palm Beach,139.5
FL,Orange,74
FL,Broward,96.3
FL,Hillsborough,93.5
FL,Palm Beach,104.5
FL,Lee,114.2
FL,Sarasota,72.7
FL,Charlotte,150.5
FL,Manatee,108.2
FL,Volusia,31.8
FL,Osceola,102.2
FL,Manatee,85.9
FL,Brevard,89.4
FL,Duval,90.5
FL,Escambia,117.4
FL,Duval,102.8
FL,Pinellas,85.8
FL,Charlotte,78
FL,Seminole,82.7
FL,Miami-Dade,87.2
FL,Bay,96
FL,Pasco,151.7
FL,Orange,79.5
FL,Flagler,86.6
FL,St. Johns,86.6
FL,Pinellas,107.2
FL,Miami-Dade,104.3
FL,Manatee,92.1
FL,Santa Rosa,50.1
FL,Hillsborough,86.9
FL,Miami-Dade,164.6
FL,Palm Beach,83.9
FL,Seminole,30.5
FL,Palm Beach,99.1
FL,Osceola,120.2
FL,Miami-Dade,162.3
FL,Escambia,154.5
FL,Marion,143.4
FL,Leon,108.9
FL,Orange,155
FL,Volusia,91.8
FL,Polk,87.9
FL,Sarasota,78.1
FL,Pasco,89.1
FL,Volusia,110.9
FL,Alachua,135.2
FL,Broward,105.8
FL,Pinellas,131.8
FL,Miami-Dade,67.3
FL,Orange,107.9
FL,Broward,49.1
FL,St. Lucie,100.6
FL,Volusia,103.8
FL,Pinellas,143.8
FL,Sarasota,97.3
FL,Clay,97.1
FL,Pinellas,91.1
FL,Lee,98
FL,Volusia,61.5
FL,Hillsborough,98.2
FL,Indian River,127.3
FL,Indian River,95.1
FL,Miami-Dade,143
FL,Suwannee,38.7
FL,Palm Beach,49.5
FL,Pasco,80.6
FL,St. Lucie,93.3
FL,Walton,74.6
FL,Marion,80.2
FL,Manatee,78.6
FL,Broward,48.5
FL,Hernando,66.5
FL,Palm Beach,108.4
FL,Broward,127
FL,Miami-Dade,102.3
FL,Palm Beach,96.6
FL,Okaloosa,51.5
FL,Suwannee,111.6
FL,Pinellas,103.6
FL,Duval,110.8
FL,Orange,102.7
FL,Polk,62.7
FL,Lake,82.7
FL,Broward,172.2
FL,Miami-Dade,78.4
FL,Holmes,157.8
FL,Walton,117.1
FL,Broward,43.4
FL,Escambia,88.7
FL,Manatee,45.7
FL,St. Johns,14.5
FL,Taylor,106.5
FL,Duval,167.2
FL,Pinellas,65.8
FL,Brevard,149
FL,Pinellas,103.7
FL,Jackson,115.8
FL,Alachua,107.5
FL,Palm Beach,61.4
FL,Miami-Dade,102.6
FL,Seminole,89.5
FL,Hillsborough,99.6
FL,Duval,92.2
FL,Sumter,158.4
FL,Hillsborough,81.9
FL,Volusia,74.3
FL,Putnam,150.3
FL,Clay,102.1
FL,Pinellas,105.2
FL,Manatee,71
FL,Citrus,101.3
FL,Pasco,75.4
FL,Palm Beach,81.9
FL,Polk,50.5
FL,Jackson,121.7
FL,Clay,87.5
FL,Alachua,82.3
FL,Volusia,54.6
FL,Duval,99.7
FL,Broward,89
FL,Osceola,102.1
FL,Brevard,92.5
FL,Lee,92.1
FL,Brevard,144.3
FL,Broward,97.2
FL,Broward,69.6
FL,Duval,105.6
FL,Hendry,79.4
FL,Duval,67.6
FL,Palm Beach,76.7
FL,Broward,76.3
FL,Martin,154.9
FL,Pinellas,189.1
FL,Pinellas,100.4
FL,Broward,41.4
FL,Clay,81.4
FL,Polk,90.4
FL,Pinellas,216.4
FL,Bradford,83.2
FL,Pinellas,107
FL,Hillsborough,101
FL,Brevard,156.9
FL,Sarasota,85.1
FL,Citrus,87.9
FL,Lake,75.2
FL,Orange,76.2
FL,Duval,76.8
FL,Pinellas,158.3
FL,Miami-Dade,71.1
FL,Duval,95.1
FL,Miami-Dade,119
FL,Pinellas,50.3
FL,Pinellas,41.5
FL,Pinellas,30
FL,Miami-Dade,109.3
FL,Marion,141
FL,Hillsborough,99.8
FL,Miami-Dade,148.7
FL,Orange,43.3
FL,Duval,92.2
FL,Lee,74.6
FL,Marion,84.9
FL,Hillsborough,78.8
FL,Washington,124.1
FL,Orange,322.7
FL,Jackson,53.7
FL,Polk,111.5
FL,Orange,142.5
FL,Pinellas,45.6
FL,Pinellas,103
FL,Osceola,98.2
FL,Volusia,96.1
FL,Hillsborough,91.9
FL,Baker,86.1
FL,Collier,76.8
FL,Duval,50
FL,Pinellas,37.8
FL,Duval,98.9
FL,Escambia,125
FL,Pinellas,113.8
FL,Escambia,96.9
FL,Orange,97.2
FL,Palm Beach,97.6
FL,Nassau,91.8
FL,Orange,107.2
FL,Pinellas,37.8
FL,Sarasota,98.4
FL,Palm Beach,82.8
FL,Leon,97.1
FL,Miami-Dade,101.4
FL,Columbia,99.9
FL,Gilchrist,68.3
FL,Sarasota,84.6
FL,Volusia,91.9
FL,Polk,45.1
FL,Lee,62.8
FL,Highlands,71.3
FL,Orange,109.1
FL,Orange,90.1
FL,Okaloosa,85.3
FL,Orange,35.5
FL,Pasco,95.7
FL,Collier,52
FL,Orange,81.9
FL,Polk,129.5
FL,Brevard,104.4
FL,Palm Beach,106.6
FL,Lake,76
FL,Orange,73.7
FL,Palm Beach,255.4
FL,Jefferson,31.7
FL,Miami-Dade,178.6
FL,St. Lucie,46.8
FL,Putnam,42.8
FL,Madison,45.5
FL,Putnam,62.5
FL,Suwannee,119.4
FL,Leon,86.5
FL,Highlands,80.2
FL,Duval,65.7
FL,St. Johns,92.1
FL,Sarasota,32
FL,St. Lucie,74
FL,Duval,96.3
FL,Duval,68.9
FL,Volusia,97.5
FL,Polk,42
FL,Madison,45.9
FL,Hamilton,53.2
FL,Duval,49.4
FL,Palm Beach,43.1
FL,Martin,25.1
FL,Martin,81.2
FL,St. Lucie,24.4
FL,Duval,96.2
FL,Palm Beach,37.6
FL,Palm Beach,122.8
FL,Palm Beach,109.8
FL,Osceola,109.9
FL,Volusia,92.9
FL,Sarasota,89.3
FL,Seminole,82.1
FL,Columbia,83.8
FL,Pinellas,43.9
FL,Palm Beach,20.4
FL,Palm Beach,28
FL,Palm Beach,67.8
FL,Leon,101.5
FL,Lake,77.8
FL,Collier,32
FL,Citrus,95.3
FL,Charlotte,142.1
FL,Escambia,71.9
FL,Brevard,130.4
FL,Okaloosa,107.7
FL,Lee,135.3
FL,Hillsborough,70.6
FL,Orange,80.6
FL,Citrus,93
FL,Seminole,79.7
FL,Palm Beach,24
FL,Pinellas,40.5
FL,Orange,61.3
FL,Hillsborough,60.5
FL,Lee,88.9
FL,Hillsborough,95
FL,Brevard,97.9
FL,Orange,34.3
FL,Osceola,112
FL,Hillsborough,57.6
FL,Madison,82.6
FL,Pinellas,77.1
FL,St. Johns,48.9
FL,Miami-Dade,99.3
FL,Brevard,83.3
FL,Miami-Dade,128
FL,Palm Beach,85
FL,Pinellas,22
FL,Volusia,65.4
FL,Duval,104.2
FL,Manatee,49.1
FL,Palm Beach,83.4
FL,Calhoun,59.7
FL,Pinellas,103
FL,Duval,55
FL,Clay,149.3
FL,Volusia,107.3
FL,Escambia,87.7
FL,Volusia,47.5
FL,Miami-Dade,60.4
FL,Polk,44.7
FL,Hillsborough,100.7
FL,Flagler,99.5
FL,Sarasota,24.4
FL,Pinellas,41.8
FL,Orange,109.1
FL,Duval,33.6
FL,Clay,79.6
FL,Lafayette,44.7
FL,Sarasota,86.2
FL,Lee,125.4
FL,Orange,101.4
FL,Palm Beach,37.3
FL,Jackson,106.7
FL,Martin,87.8
FL,Orange,100.9
FL,Bay,
FL,Pinellas,87.3
FL,Broward,94.7
FL,Duval,104.8
FL,Charlotte,107.2
FL,Sarasota,64.8
FL,Brevard,96.1
FL,Pasco,99.8
FL,Orange,89.2
FL,Collier,34.8
FL,Hernando,114.5
FL,Polk,74.1
FL,Marion,101.3
FL,Lee,92.5
FL,Polk,98
FL,Lake,113.9
FL,Palm Beach,82
FL,Pasco,81.4
FL,Miami-Dade,79.7
FL,Sumter,45.7
FL,Dixie,53.3
FL,Osceola,85.4
FL,St. Lucie,69.2
FL,Palm Beach,32.9
FL,Hillsborough,32.2
FL,Manatee,57.6
FL,Palm Beach,54.6
FL,Lee,50.6
FL,Lee,85.8
FL,Miami-Dade,125.2
FL,Sarasota,49
FL,Orange,106.8
FL,Manatee,94.1
FL,Orange,97.7
FL,Okaloosa,93.3
FL,Seminole,100.7
FL,Manatee,104.1
FL,Miami-Dade,244.2
FL,Sarasota,108.8
FL,Pinellas,75.2
FL,Miami-Dade,89.1
FL,Sarasota,35.3
FL,Citrus,110.3
FL,Broward,82.3
FL,St. Johns,19.8
FL,Pinellas,100
FL,Pinellas,78.7
FL,Gadsden,95.3
FL,Jefferson,80
FL,Alachua,116.7
FL,Broward,84.8
FL,Santa Rosa,100
FL,Pasco,112
FL,Seminole,42.2
FL,Escambia,166.2
FL,Escambia,79.1
FL,Sarasota,47.4
FL,Hardee,14.1
FL,Washington,28.3
FL,Bay,73.5
FL,Lee,112.6
FL,Duval,101.1
FL,Charlotte,73.6
FL,Brevard,120.7
FL,Volusia,124.3
FL,Collier,53.5
